customer_id,prev_transaction_id,curr_transaction_id,prev_timestamp,curr_timestamp,hours_between,distance_km,implied_speed_kmh,prev_rail,curr_rail,prev_amount_brl,curr_amount_brl,prev_geo_country,curr_geo_country,prev_ip_country,curr_ip_country,prev_country_risk_geo,curr_country_risk_geo,prev_country_risk_ip,curr_country_risk_ip,prev_ip_anomaly,curr_ip_anomaly,prev_ip_proxy_vpn_tor,curr_ip_proxy_vpn_tor,prev_device_rooted,curr_device_rooted,prev_cross_border,curr_cross_border,risk_flags,severity,priority_candidate,rule_id,rule_name
C102472,T8LKPQMS6KQNG,TGZ7G89C1WGT0,2025-08-26 17:59:05,2025-08-26 22:31:58,4.548,11844.9,2604.4,PIX,PIX,1504.95,5412.22,AE,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100721,TCRN4VVUDT9H1,TB0VRVAEIU3JC,2025-08-03 21:42:57,2025-08-03 23:15:37,1.544,11839.4,7665.8,PIX,PIX,3922.52,1378.09,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100460,T2EP3HXGTVOKM,T5L77X0AV5ATG,2025-09-30 21:07:26,2025-10-01 01:03:28,3.934,11785.7,2996.0,Card,Card,2598.24,7118.66,CN,US,BR,BR,Low,Low,Low,Low,No,No,None,Tor,No,No,Yes,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101953,TZCAOGGAP3IMH,T82AMOX8IP2Y7,2025-09-10 07:55:49,2025-09-10 17:34:57,9.652,11726.7,1214.9,PIX,PIX,1131.78,2118.38,AR,ES,BR,BR,Low,Low,Low,Low,No,No,None,VPN,No,No,Yes,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102366,TQMDYAMWEZ6IS,TE68OFEAWXOW7,2025-07-09 23:03:30,2025-07-10 01:13:32,2.167,11724.4,5409.9,PIX,PIX,990.97,700.81,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101146,TQURIY9N898GR,T5FL8S6CU4NKF,2025-07-16 14:48:47,2025-07-16 16:20:19,1.526,11697.2,7667.5,PIX,Wire,5936.81,1893.7,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102136,TO465ULNRD545,TNOPI2E4H4Y4W,2025-09-26 22:39:57,2025-09-27 00:37:13,1.954,11672.1,5972.1,Card,Card,6412.92,446.47,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100211,TFW7AW99O3L81,T3V2J8CTG5YW1,2025-09-11 15:01:18,2025-09-11 15:55:35,0.905,11650.8,12877.8,PIX,PIX,2055.48,756.64,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100289,TJ033P8QM0SND,TVZCDZ3E7BBZV,2025-07-07 05:29:34,2025-07-07 06:14:38,0.751,11640.3,15497.5,Card,PIX,5347.62,1791.98,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100711,T0RYSKGB3LRMY,TZEENXU2KL56A,2025-08-05 08:08:16,2025-08-05 11:26:12,3.299,11626.2,3524.3,Wire,PIX,3459.54,3404.97,US,IR,BR,BR,Low,High,Low,Low,No,No,None,None,Yes,No,Yes,Yes,geo_country_high_risk;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101208,TF9EJQVFQTQJM,THDD6Q9WQT288,2025-09-23 23:17:39,2025-09-24 00:55:12,1.626,11614.9,7143.9,PIX,Card,7718.63,1812.58,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100173,TK563Z172P7NZ,TWZA7REC77X1L,2025-07-09 03:30:24,2025-07-09 06:05:56,2.592,11613.4,4480.1,Card,PIX,1793.55,24157.6,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102173,T24YUKZO2MM4H,T3EW0IS0YFF91,2025-09-27 09:16:00,2025-09-27 09:41:10,0.419,11605.9,27669.8,PIX,Card,2475.43,9395.06,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102423,TMLCTY44PTRNA,T6K2IE6H6O9E5,2025-07-17 14:12:50,2025-07-17 21:59:09,7.772,11571.7,1488.9,Card,Card,595.19,145.8,BR,US,BR,BR,Low,Low,Low,Low,No,No,None,Tor,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102362,TIBYD37FE9UH1,TJK0O25P5OANK,2025-09-16 21:18:14,2025-09-16 23:54:49,2.61,11552.3,4426.6,Card,PIX,4568.59,1791.34,BY,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102215,T7634TF8Z0B4T,TPI6853WEPF6F,2025-08-20 12:34:13,2025-08-20 12:46:21,0.202,11529.7,57014.9,Card,Card,2770.98,14843.56,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101109,TFHCCWRG4QMYM,THMOQBWEV555T,2025-08-11 03:32:11,2025-08-11 13:08:22,9.603,11515.4,1199.1,Card,PIX,542.28,10660.28,BR,GB,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101614,TDLAOOXCQBRCM,TQYV0CRB6EU5Z,2025-07-26 00:12:59,2025-07-26 00:24:17,0.188,11488.8,61002.3,PIX,Card,3798.24,280.33,RU,US,BR,BR,Monitored,Low,Low,Low,No,No,Proxy,None,No,No,Yes,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100158,T0U7UL4FVTMYO,TE8ZAWMJ1GPSB,2025-07-28 09:02:10,2025-07-28 09:39:53,0.629,11461.4,18232.9,PIX,PIX,936.84,6586.97,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,Yes,No,No,Yes,proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100488,TYPVS74C6RN2N,TVEVMZJNRCCUQ,2025-08-23 11:42:09,2025-08-23 18:25:27,6.722,11445.3,1702.8,PIX,PIX,1234.1,1172.41,BR,SY,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101866,T5GX8V5GVFXMD,TMFT919QE174E,2025-07-24 11:35:33,2025-07-24 13:21:38,1.768,11444.8,6473.1,PIX,PIX,12594.75,10190.11,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100973,TBOAAOTGT9DQZ,T5WX22DSFWEMR,2025-09-20 03:49:17,2025-09-20 06:39:37,2.839,11425.1,4024.5,PIX,PIX,699.58,11549.99,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100853,TZ1O0NLVZOOF8,T98MAT8ZGXN0E,2025-08-01 18:51:09,2025-08-02 02:32:00,7.681,11406.4,1485.0,Card,Card,6221.82,5443.91,AF,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100953,TOVEF8VLFR39I,T8B0SYOY1NIJJ,2025-07-01 21:09:56,2025-07-02 06:02:21,8.874,11398.4,1284.5,PIX,PIX,1149.58,1647.81,BR,IR,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100794,T0QWZEE3UGRUW,TKZC3G9DISGXK,2025-08-20 14:38:18,2025-08-20 20:25:37,5.789,11304.4,1952.9,Card,PIX,1413.13,3014.11,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100608,TP3NX0RKOZ2JN,TYAB2K271ALJO,2025-09-22 01:23:21,2025-09-22 03:35:58,2.21,11254.7,5092.0,Card,Card,4985.65,1948.66,US,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101262,TMN33NT629QOU,TSOR0YHSBZDSS,2025-07-28 07:34:11,2025-07-28 11:11:57,3.629,11249.4,3099.5,PIX,PIX,5872.19,1355.04,BR,IR,RU,BR,Low,High,Monitored,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102023,TBJO9F1DZRPFP,TMIG0WZHJ8IV7,2025-09-07 06:21:19,2025-09-07 07:13:45,0.874,11237.2,12858.8,PIX,PIX,2943.11,7282.43,AE,US,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101191,T0S2BNJ679C1P,T2OZJPP5O0NK7,2025-09-13 10:26:03,2025-09-13 14:41:00,4.249,11219.7,2640.4,PIX,PIX,1018.49,6792.88,BR,BY,BR,BR,Low,Monitored,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100080,TIZT1S658E427,T13F2V5H0YME0,2025-07-01 16:40:52,2025-07-01 17:13:18,0.541,11217.8,20752.4,PIX,PIX,16835.8,1060.64,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100076,T9J0235B4G1CF,TUPFSAFEM643I,2025-07-10 23:23:37,2025-07-11 02:47:11,3.393,11199.7,3301.0,PIX,PIX,4110.15,2576.88,DE,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,Yes,Yes,No,proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102301,TYI317ACULAIT,TOGJCA32L6RY7,2025-07-02 01:34:25,2025-07-02 10:42:44,9.139,11196.5,1225.2,Card,PIX,6411.61,5681.12,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100991,TWDCTI4L9JH54,T1QD9N059HN56,2025-09-02 01:55:25,2025-09-02 02:53:39,0.971,11188.0,11527.4,Card,Card,9765.33,2977.74,BR,GB,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102162,TU2THZZWRYS17,TCQ4029257YMB,2025-09-16 11:49:36,2025-09-16 14:06:04,2.274,11166.0,4909.3,Wire,PIX,4713.78,2557.62,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101372,T362P2Q3W2U8N,TOUCQXK4J6WFR,2025-08-19 01:37:03,2025-08-19 04:00:31,2.391,11154.1,4664.8,Card,PIX,840.04,2143.61,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101701,T8KBO2T7DEZZK,TK43XNDA2A243,2025-07-31 06:47:36,2025-07-31 06:48:47,0.02,11143.3,565011.4,PIX,Wire,1267.11,3507.74,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,VPN,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101756,T6NBK2RBYL2LE,TKDAMHTBW9LNS,2025-09-19 17:48:41,2025-09-19 22:37:11,4.808,11140.3,2316.9,PIX,PIX,1400.75,956.26,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,Tor,No,Yes,Yes,No,proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100735,TJ63U3E3ZEH9B,TQN42ZCXIPQ8N,2025-07-31 01:24:14,2025-07-31 06:01:50,4.627,11134.8,2406.7,PIX,PIX,3513.39,1009.71,SY,BR,BR,BR,High,Low,Low,Low,No,No,None,VPN,Yes,No,Yes,No,geo_country_high_risk;proxy_vpn_tor;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100336,TZUACWAQT0TTA,TOVUDQTK227SI,2025-10-04 05:00:23,2025-10-04 06:31:39,1.521,11133.8,7319.5,PIX,PIX,6493.22,1745.78,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100907,TW5OZON6R8G2B,T6Z7SYLFNG0UL,2025-07-06 18:36:36,2025-07-06 21:04:52,2.471,11131.2,4504.5,Card,Card,6200.66,432.78,BR,DE,AF,BR,Low,Low,High,Low,Yes,No,None,None,No,No,No,Yes,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100864,TXHNU29F2OOWO,TF09AUQY1T26I,2025-07-31 04:42:36,2025-07-31 15:22:08,10.659,11130.7,1044.3,PIX,Card,705.09,2656.61,AE,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102432,TLX53FSJS0VWG,TG2UGETYWG9I9,2025-08-20 09:48:30,2025-08-20 18:37:49,8.822,11115.3,1260.0,PIX,Card,946.65,5329.6,BR,DE,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100018,T2JBH8YKGR70J,TRGDYLWFE8CAO,2025-09-17 23:00:34,2025-09-18 01:52:34,2.867,11093.9,3870.0,Card,Card,6033.9,2158.25,RU,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100639,T4R84C30BZE02,TK2RU9OQB2XLR,2025-09-14 15:01:10,2025-09-14 15:46:30,0.756,11088.0,14675.3,PIX,PIX,2049.48,1036.3,BR,GB,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101468,TZM1B4YVG7FEY,T306B20MM3GLG,2025-08-29 16:22:54,2025-08-29 18:57:15,2.572,11052.3,4296.3,PIX,PIX,36080.97,1178.76,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100526,T25FMR984M050,TY4TOP90FJR3S,2025-08-24 10:09:21,2025-08-24 19:46:18,9.616,11049.3,1149.1,PIX,Card,3393.69,1031.62,BR,BY,BR,BR,Low,Monitored,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101989,TZ2BJ8ENPK98A,TXK16CUUJ8WQX,2025-09-04 18:39:56,2025-09-05 02:13:52,7.566,11043.7,1459.7,Card,PIX,1999.6,4841.88,RU,BR,BR,IQ,Monitored,Low,Low,Monitored,No,No,VPN,VPN,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102383,THJLSH79KE4RG,TGG1VKYFH4S0U,2025-09-03 19:48:45,2025-09-03 22:37:06,2.806,11001.4,3920.9,Card,PIX,2594.1,7455.7,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100943,TLO1R8PL72B0F,TWNCJR5GS8UKT,2025-08-05 18:08:59,2025-08-05 20:19:29,2.175,10967.4,5042.5,Card,PIX,1309.29,2815.23,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100307,TYE6E045PX0B4,TDQOJEZO8XRTS,2025-07-19 15:10:39,2025-07-20 02:07:19,10.944,10955.6,1001.0,Card,PIX,7937.33,3924.68,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,Tor,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101455,TY0CR2IMCG6Y8,TR9W94OBSPGV3,2025-09-04 15:06:22,2025-09-04 20:26:48,5.341,10955.4,2051.4,PIX,Card,13075.98,1641.7,BR,YE,BR,BR,Low,Monitored,Low,Low,No,No,None,None,No,Yes,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101686,TL329LRBSB5EX,TPUVNNKME30XZ,2025-07-30 17:13:36,2025-07-31 03:45:02,10.524,10952.5,1040.7,PIX,PIX,6928.83,1621.9,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101358,TM9MZB0GZSUPF,TMXSBLUNU78SB,2025-08-22 14:07:07,2025-08-22 14:35:42,0.476,10893.2,22866.2,Card,Card,1729.3,2539.03,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101684,T9ZTT3EH7BE09,T0Q225L2MCTK6,2025-08-17 16:29:11,2025-08-17 16:46:41,0.292,10868.8,37264.4,PIX,PIX,447.65,1793.75,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100251,T8413UDDY7M0O,T0ZWQ6T2HQ54O,2025-09-06 11:29:48,2025-09-06 21:43:27,10.227,10868.5,1062.7,PIX,PIX,1671.03,2760.85,BR,SY,BR,BR,Low,High,Low,Low,No,No,None,VPN,No,No,No,Yes,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101847,TDZPT4DYV58D7,TTUY9VQMUWH91,2025-07-21 04:05:13,2025-07-21 06:52:45,2.792,10865.2,3891.2,Wire,Card,2740.9,7278.56,BR,GB,BR,SY,Low,Low,Low,High,No,Yes,None,None,No,No,No,Yes,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102481,TP1DAPNMSRNPD,TERGYDQBVJFBZ,2025-09-11 14:18:25,2025-09-11 15:58:08,1.662,10861.9,6535.7,PIX,PIX,890.33,5115.03,YE,BR,BR,BR,Monitored,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101176,TPPFOOP02IML2,T50J8AXZ4N4YU,2025-08-04 19:57:56,2025-08-04 23:43:44,3.763,10762.3,2859.8,PIX,PIX,8968.5,4101.58,SY,BR,BR,BR,High,Low,Low,Low,No,No,None,None,Yes,No,Yes,No,geo_country_high_risk;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101858,TS5IHE0L09Q40,TF4PVTWN90B47,2025-07-27 20:15:32,2025-07-27 20:18:54,0.056,10737.6,191363.2,PIX,PIX,602.75,1467.26,IR,BR,BR,BR,High,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101379,TWHYH29VJUBG3,T6LW77Y2S5M41,2025-08-09 20:15:39,2025-08-09 21:14:59,0.989,10729.1,10849.7,Card,PIX,5103.4,736.75,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102218,TOX40YPBAWPV0,THHPATOGSJIWD,2025-08-06 22:04:25,2025-08-06 23:45:41,1.688,10709.5,6345.3,PIX,Card,585.09,3247.8,AE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100605,TSRWYRUP1V8J9,T7D6LEV96ZBVT,2025-08-23 06:02:52,2025-08-23 15:13:10,9.172,10663.7,1162.7,Card,Card,2776.71,1203.71,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,VPN,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102391,TM3XTK809WV0T,TIVUTWRJMLAGK,2025-09-26 18:05:35,2025-09-26 18:46:16,0.678,10660.7,15722.4,PIX,Card,1670.81,1530.41,ES,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102004,TBDEJKDPN520R,TBY86XQSMY54U,2025-09-18 16:49:27,2025-09-18 19:42:45,2.888,10658.6,3690.2,PIX,PIX,434.4,2002.57,ES,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101080,TDJYQ4WUVFP5W,T5QGBCOXNAE27,2025-07-06 15:16:17,2025-07-06 17:43:28,2.453,10654.3,4343.3,Card,PIX,630.41,1369.38,BR,GB,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102000,T72LSOSU0FJXY,TTL74DSZOR3TA,2025-07-16 18:06:34,2025-07-17 03:50:02,9.724,10651.9,1095.4,PIX,Card,6068.57,1470.3,BR,BY,BR,BR,Low,Monitored,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100302,TSJBJYSOASU2B,T6B5HQ0GSQAGR,2025-09-01 02:23:34,2025-09-01 05:15:45,2.87,10639.2,3707.4,Card,Card,10893.41,4982.9,CN,US,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100155,TMY6O5USFGRZB,TRJNKVU944T4T,2025-08-23 05:18:42,2025-08-23 12:27:58,7.154,10635.3,1486.5,Card,PIX,16623.55,3247.87,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100450,THRX29RZNY5M1,T19B9ZSCORQ3H,2025-07-27 21:30:16,2025-07-28 04:37:15,7.116,10633.3,1494.2,PIX,Card,4911.31,1351.97,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100548,TQX15EQT8V1W4,T1D1XTE4R16JF,2025-07-28 12:44:43,2025-07-28 14:11:46,1.451,10623.0,7322.0,PIX,PIX,748.57,11794.22,BR,GB,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101828,TU8SRZNP5IE21,T7A3ZABN4NJ8N,2025-08-09 19:43:19,2025-08-09 21:07:31,1.403,10615.5,7564.5,Card,PIX,883.87,6008.81,BR,DE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101703,TSCPVOEE2FROJ,T2KGC3L489SA7,2025-09-16 20:12:01,2025-09-16 22:08:14,1.937,10600.8,5473.0,PIX,Wire,149.26,3098.22,DE,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101776,TBS06D9CMWINP,TPA7K0B4NS0GQ,2025-09-14 11:35:34,2025-09-14 13:09:10,1.56,10595.9,6792.2,Card,PIX,9659.6,1490.81,GB,BR,BR,BR,Low,Low,Low,Low,No,No,Proxy,VPN,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101725,TUNPPYY85MJ4Q,TL5OJE0SUAE1K,2025-07-18 19:50:14,2025-07-18 23:51:28,4.021,10574.1,2630.0,PIX,Card,2637.9,6199.36,BR,US,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102495,T374E8PHXOOPX,TZIDYC5LBPXZ2,2025-08-19 06:55:09,2025-08-19 11:59:18,5.069,10558.1,2082.8,PIX,PIX,5209.03,20303.72,ES,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101933,TOU1OLKQO3EHT,T0O772VS7P37F,2025-08-02 05:28:53,2025-08-02 07:13:33,1.744,10515.2,6027.8,Card,PIX,3427.37,2427.05,BR,SY,BR,BR,Low,High,Low,Low,No,No,None,None,Yes,No,No,Yes,geo_country_high_risk;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101338,TLNB779IIVQSD,T9FLSMLD8PMA2,2025-09-16 21:59:05,2025-09-17 09:12:46,11.228,10504.2,935.5,PIX,PIX,2287.82,2640.34,GB,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100421,T97YX0TTYF1JK,T0RKAPOZG5POP,2025-07-15 20:40:33,2025-07-15 23:02:41,2.369,10489.3,4427.9,PIX,PIX,2318.84,14514.48,BR,SY,BR,BR,Low,High,Low,Low,No,No,None,VPN,No,No,No,Yes,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100147,T9BTQJQJP1RMH,T8FE25GNCOWLY,2025-09-07 06:12:23,2025-09-07 06:42:09,0.496,10481.2,21126.6,Card,PIX,1113.1,4600.85,BR,GB,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
